operating_hours,temperature,vibration,pressure,age_months,maintenance_count,load_percentage,rpm,humidity,power_consumption,failure
11532.8,41.3,2.33,104.8,18,6,94.7,4053.3,40.7,1164.0,1
1784.0,109.9,1.03,56.8,16,7,37.7,4100.9,81.9,1788.7,0
4975.5,58.9,6.84,138.4,17,12,44.8,926.3,58.0,1630.2,0
1024.2,56.9,4.7,158.3,24,3,11.7,4200.6,50.6,628.1,0
11962.5,98.9,7.11,166.0,98,5,94.9,1463.2,89.8,423.2,1
6026.3,65.6,7.5,72.5,68,10,39.6,615.6,26.7,672.2,0
7144.6,80.5,0.43,116.6,99,0,46.4,1479.8,66.2,531.5,0
804.9,53.0,4.01,76.5,79,7,91.7,2656.8,45.7,1283.2,0
8999.5,116.8,3.0,149.3,2,1,57.4,3839.5,25.3,1211.3,1
2518.9,108.1,5.01,73.7,120,7,61.0,1483.8,36.0,1237.0,1
10776.7,109.1,6.35,185.6,115,19,25.9,1008.5,67.1,459.7,1
2461.7,72.5,2.24,84.6,95,8,54.9,3406.9,22.1,1604.5,0
2288.3,101.0,4.45,93.7,73,3,92.6,4927.5,64.4,923.9,1
438.6,51.5,5.67,177.6,10,16,60.3,3203.9,91.8,997.7,0
5664.8,40.7,1.08,118.8,53,6,33.0,3609.8,79.6,1994.2,0
6778.1,41.6,6.51,53.6,89,9,12.8,3025.3,45.9,636.3,0
788.5,86.9,4.85,124.2,51,4,40.3,4020.6,30.4,848.9,0
9306.3,76.4,7.6,62.7,69,9,61.5,4891.1,54.9,1385.3,1
5439.5,81.4,2.72,197.8,14,11,13.8,2948.6,49.5,1772.8,0
6292.7,40.6,0.87,138.2,106,20,64.9,2375.6,92.9,340.9,0
5289.2,73.8,4.05,88.5,112,19,57.1,4371.5,94.2,1496.6,0
4809.2,97.4,0.69,134.6,102,5,80.5,4863.8,50.8,1844.7,0
6715.7,75.4,7.76,61.5,104,0,12.6,1081.3,31.2,903.6,1
1862.9,98.6,0.31,170.0,66,2,80.3,3101.8,88.3,644.8,0
2183.1,58.6,6.03,188.8,82,6,56.9,4066.1,79.5,1387.7,1
10341.4,105.1,4.2,181.2,93,10,43.3,2900.0,58.3,567.5,1
11353.4,87.1,2.95,101.3,53,11,96.9,2341.4,47.4,830.2,1
4479.7,56.9,0.53,98.9,117,8,24.4,3448.5,53.6,1804.1,0
3248.9,58.9,4.98,55.3,117,0,58.7,1715.6,87.6,1221.6,0
7728.0,90.2,4.68,147.7,84,3,38.9,2071.1,33.8,280.5,0
4904.8,106.4,2.25,130.2,64,1,57.5,4965.2,80.5,726.4,1
304.6,73.3,7.28,118.9,72,1,59.7,3364.1,21.4,1291.8,0
1873.8,60.7,2.43,186.1,101,16,18.1,4428.2,89.0,1014.8,0
8591.7,109.4,3.6,75.2,49,20,69.5,4135.0,57.5,1354.6,1
7907.1,93.5,4.35,51.4,112,1,67.1,3435.2,37.0,1546.7,1
325.2,75.8,0.8,61.0,90,3,79.3,4283.3,20.2,1013.2,0
2663.7,79.0,7.46,83.5,62,10,18.2,1792.2,62.0,1975.2,0
2772.9,56.3,3.0,55.0,37,18,36.8,3367.0,38.3,1837.9,0
8062.7,90.1,0.65,125.4,49,12,68.5,3157.7,67.3,213.8,0
236.5,68.7,3.1,97.1,68,20,22.3,3300.9,41.1,606.2,0
1249.3,119.7,4.8,77.1,33,17,71.0,1258.8,26.6,671.0,0
9599.0,78.4,4.11,162.5,22,18,15.3,1747.6,57.9,450.2,0
2142.5,78.9,5.56,80.7,70,14,40.1,1790.0,62.3,692.8,0
7833.0,85.3,0.44,153.1,33,11,86.2,3208.8,53.9,907.2,0
2858.2,113.3,2.28,102.4,28,10,79.7,4876.5,54.4,197.9,0
1193.3,104.1,6.55,126.8,88,0,68.0,4793.3,64.2,341.9,1
2918.1,76.1,0.64,190.1,4,15,88.3,1522.4,59.5,282.9,0
8667.2,97.5,6.84,55.6,66,12,73.8,1871.8,29.9,188.0,1
10268.4,86.9,0.74,125.0,77,5,56.7,662.3,34.8,1014.8,0
9962.6,79.4,6.68,178.2,110,5,98.2,2294.7,30.6,734.2,1
4766.2,55.4,2.89,138.2,49,9,72.5,4256.0,72.0,1877.3,0
8017.0,77.1,4.9,91.5,11,1,64.1,4620.9,59.6,295.2,0
2459.8,59.7,1.22,109.7,35,2,46.8,1564.2,52.2,1859.5,0
3517.8,113.2,0.53,152.0,39,5,91.2,1696.1,79.9,264.4,1
10756.0,66.8,1.73,183.6,10,15,36.6,1493.8,44.4,1276.5,0
156.0,116.2,1.02,56.2,107,5,10.8,2075.5,62.6,570.7,1
1026.1,82.6,2.5,60.7,74,12,27.7,4121.4,25.6,1670.9,0
2494.6,90.5,4.12,98.8,72,3,19.9,3410.9,75.8,216.8,0
318.4,83.4,4.71,84.9,69,14,38.7,4036.7,72.1,1909.8,0
2177.2,50.4,6.32,89.7,23,5,84.3,3123.6,80.2,189.8,0
6996.5,70.1,5.25,83.2,34,0,68.6,1659.8,86.3,558.1,0
5057.1,47.9,4.87,79.4,111,8,25.2,1526.0,76.9,982.0,0
10712.1,89.8,3.29,69.6,32,11,81.0,540.5,83.3,1536.5,1
9809.3,75.7,3.79,190.1,16,10,55.4,4014.4,45.9,1907.1,0
4101.8,102.2,3.32,71.6,68,12,56.1,4312.0,45.8,913.3,1
3113.1,57.6,6.74,80.7,54,0,42.6,3957.3,90.8,1538.9,0
4556.3,53.2,1.84,86.9,28,18,87.8,834.8,88.6,1481.6,0
7083.5,72.5,0.05,190.0,112,20,38.6,3930.0,61.1,1185.2,0
3216.8,114.1,5.21,163.4,108,3,18.5,706.0,47.5,1412.7,1
7489.8,96.8,1.62,168.5,60,4,37.2,975.2,85.0,172.3,1
4912.9,73.5,7.12,65.7,78,16,74.4,2482.1,44.3,939.0,1
6624.6,81.4,6.87,175.4,76,4,69.2,2642.7,31.5,1593.1,0
5233.5,46.7,0.61,111.2,60,18,26.9,4172.5,68.0,1001.0,0
3533.6,118.8,0.85,89.4,85,2,20.1,3557.9,23.2,1759.7,1
11381.4,93.3,3.96,136.4,112,10,69.5,1189.9,48.4,1683.9,1
9163.3,62.8,4.87,173.3,80,1,70.9,1517.7,80.6,1740.5,1
1681.4,86.9,2.2,166.8,118,13,43.0,1785.5,42.1,347.0,0
10421.6,48.8,5.73,183.5,44,5,85.9,1056.5,89.8,563.9,1
5849.2,117.3,4.76,189.2,2,18,98.0,1794.4,91.7,156.2,1
10734.6,54.0,2.6,85.7,23,0,28.5,3778.7,81.2,1967.3,0
9598.3,91.8,0.2,113.6,120,6,61.9,1586.3,94.1,548.7,0
5102.6,59.6,6.0,52.2,93,1,10.5,4259.1,59.8,797.5,1
269.6,97.4,1.72,181.9,46,18,74.2,2612.8,62.7,622.4,0
3224.1,102.1,6.68,73.2,107,0,47.3,1953.2,82.7,175.6,1
6499.6,93.9,3.36,179.2,73,8,27.4,2355.9,57.0,596.4,1
7601.7,89.2,4.62,99.4,54,20,77.7,3692.7,50.5,286.6,1
3094.7,111.4,6.98,105.2,71,16,83.0,2825.6,66.1,849.1,1
1672.3,46.3,6.91,55.9,93,9,20.0,532.8,69.3,1937.0,0
10019.2,66.5,2.97,99.0,108,5,13.7,4650.5,76.3,1426.7,1
11812.8,59.9,1.67,183.3,81,2,40.1,797.0,70.1,1443.1,1
6308.3,119.0,6.2,53.8,9,19,66.3,4723.8,75.9,961.0,0
2060.2,71.2,3.46,110.9,70,14,81.4,626.7,70.6,1641.5,0
3267.7,98.6,1.54,54.7,44,20,59.1,3969.4,56.0,1825.7,0
220.7,94.8,7.24,105.6,84,19,62.3,2906.0,30.1,1926.9,0
10971.6,57.0,1.58,75.9,74,5,82.0,2775.8,78.9,288.1,0
1413.0,59.1,0.21,87.8,73,2,57.6,827.5,22.3,1771.3,0
6918.2,62.5,0.16,181.6,12,9,65.0,1574.4,94.4,527.7,0
3288.7,72.9,4.98,115.4,97,11,56.5,3999.0,82.1,854.8,0
6650.1,58.7,5.29,91.1,32,0,89.2,4510.7,70.3,756.4,1
7817.0,41.6,2.49,138.4,34,15,31.2,2881.0,92.5,1382.7,0
9956.9,110.4,2.56,71.3,83,16,33.8,2090.0,65.9,1236.1,0
2477.1,117.2,2.72,88.9,33,9,21.5,769.7,24.2,307.3,0
131.9,67.3,5.44,131.9,64,11,83.8,3569.8,62.0,1587.4,0
1642.6,67.1,0.47,85.6,48,18,47.1,1753.0,40.8,935.3,0
10800.2,40.6,7.43,151.9,16,7,41.3,747.6,47.7,104.2,0
10486.7,94.4,1.78,123.7,50,7,98.3,3496.3,54.5,887.6,0
7169.0,106.0,8.0,165.8,114,9,93.4,2685.7,78.1,1081.0,1
7206.2,51.7,1.37,192.2,23,9,97.5,553.8,57.7,230.9,0
7980.4,52.8,6.17,67.4,26,17,22.8,999.2,55.6,387.2,0
2104.5,103.2,1.79,100.2,109,9,90.2,3646.4,42.6,1987.8,0
10972.9,89.3,0.65,97.9,54,6,39.6,786.5,60.5,1755.3,1
5025.2,43.6,7.0,72.7,44,3,11.1,4396.8,38.6,353.3,0
4597.7,89.8,6.87,171.5,105,0,45.2,1901.0,39.6,1202.6,1
6227.0,64.7,3.23,164.0,37,10,55.8,899.0,76.8,820.6,0
563.6,69.5,5.62,122.7,9,18,19.7,3918.9,45.7,1133.1,0
1995.4,101.6,4.46,130.7,94,4,58.4,2859.9,23.9,994.0,1
8856.4,104.9,6.82,58.9,13,7,83.8,1879.9,45.8,191.5,1
993.6,72.0,2.52,133.3,112,1,44.0,2327.4,67.9,699.3,0
7237.8,115.8,4.19,168.7,60,1,41.7,596.4,81.0,338.5,1
2944.2,72.5,3.88,136.1,106,13,40.5,3482.1,92.1,1029.0,0
4671.5,101.7,2.83,89.8,80,8,93.1,2146.0,76.0,1823.9,0
3464.3,78.7,7.13,150.1,110,9,14.4,3713.2,52.2,1991.5,0
4268.1,111.8,1.33,104.2,2,12,50.1,3326.8,42.4,1894.1,0
8628.6,112.6,1.2,131.7,95,0,33.8,3430.6,29.7,1972.8,1
3565.5,47.0,4.62,123.1,60,13,90.4,4068.0,67.1,129.0,0
6796.9,114.9,5.26,107.2,57,1,18.6,3340.2,58.2,1485.9,1
5712.6,106.0,1.56,157.8,115,3,47.0,2384.3,70.8,618.6,1
7964.1,103.3,3.13,182.6,43,18,46.6,2254.7,37.8,1744.7,1
11242.0,56.1,7.57,50.8,19,0,90.0,1038.1,44.3,1646.1,1
8790.9,104.4,1.97,190.0,11,3,29.4,4007.5,41.9,905.0,0
2579.3,108.0,5.35,126.7,78,10,68.0,3925.0,79.8,999.2,1
374.2,63.1,5.92,155.1,47,12,22.1,1608.3,32.8,603.7,0
3147.2,116.2,3.59,178.3,89,17,95.9,4382.1,65.6,648.7,1
7140.9,44.0,7.5,120.1,63,9,63.4,3150.5,23.9,1964.2,0
617.1,52.0,5.89,175.2,7,4,66.4,2654.1,61.2,1788.8,0
5956.4,83.0,3.66,76.6,79,0,49.0,578.7,24.8,464.6,0
7162.1,86.1,4.55,73.9,94,13,40.8,2222.3,33.2,623.5,0
4010.9,91.6,5.54,148.6,31,15,29.1,3383.0,28.5,306.4,0
9250.9,41.4,4.74,180.5,88,17,64.4,903.9,46.0,1978.9,0
1279.2,116.8,7.03,183.9,55,2,95.9,2568.1,45.8,1823.7,1
901.7,43.6,2.86,146.6,25,2,42.4,4970.5,82.0,1149.0,0
8738.3,51.4,2.4,128.8,72,3,89.5,3724.4,36.9,1416.5,0
5945.9,41.1,1.71,99.7,30,6,23.4,2960.9,26.5,1521.1,0
8260.8,85.3,0.3,197.0,36,12,94.3,2898.6,65.3,487.2,1
5217.9,114.6,0.34,98.0,50,8,41.5,696.9,71.6,1875.9,0
2956.8,93.3,6.96,161.6,14,2,44.2,4807.9,42.1,1100.8,0
9829.2,105.8,5.43,129.8,29,16,51.7,4676.8,65.2,275.7,1
9593.0,41.1,5.28,141.3,27,14,74.6,3570.8,78.2,854.5,0
8336.4,83.4,4.92,109.0,117,9,74.8,945.6,46.1,1243.1,1
3265.7,76.8,6.79,194.7,50,14,53.2,1435.3,59.4,770.4,1
7082.8,79.9,3.84,135.8,36,0,57.1,1327.6,31.0,1428.5,0
4331.7,45.8,6.96,190.7,34,20,12.7,2838.1,21.8,1775.9,0
1099.0,94.8,2.88,51.1,21,9,37.4,1435.1,93.6,1566.6,0
11007.8,80.3,7.41,135.9,38,6,41.1,3631.1,42.5,1321.1,1
1641.8,101.2,5.59,157.6,75,6,60.3,2953.5,40.9,1073.1,1
11402.8,78.8,2.06,161.8,97,2,60.2,579.5,93.0,583.5,1
5352.1,52.0,4.51,185.7,79,6,73.9,3848.3,74.6,964.4,0
2221.6,91.9,4.26,50.7,76,8,74.5,1349.7,63.9,656.6,0
6502.8,53.8,1.1,50.0,88,7,31.2,4212.0,72.4,1874.6,0
10475.4,109.8,4.73,120.8,50,2,79.3,2097.7,73.2,1823.9,1
8786.7,89.0,2.52,54.4,37,4,11.8,2023.8,77.3,396.1,1
9678.7,52.6,0.42,196.2,75,12,74.5,553.2,25.0,1663.0,0
7905.4,117.0,7.59,83.3,120,12,19.2,4944.8,51.0,1435.5,1
8307.3,81.5,5.13,120.9,117,7,75.7,3254.0,42.1,1952.9,1
10190.3,45.8,7.02,59.2,19,17,57.4,2402.3,25.3,980.3,0
2996.0,90.1,5.41,128.3,118,6,49.4,934.8,50.9,1472.1,1
5873.1,60.3,2.86,107.0,1,9,72.2,3646.2,66.2,1084.0,0
2654.5,104.3,4.1,56.7,81,9,13.3,1772.3,33.4,231.9,0
11852.0,105.4,5.41,100.3,40,10,30.1,4947.3,42.9,188.9,1
11328.7,118.3,7.68,108.7,55,11,65.5,4777.5,67.9,332.0,1
473.1,80.1,2.03,198.5,80,12,86.2,3808.8,63.4,662.8,0
8466.9,76.4,7.0,81.2,26,7,44.3,4869.8,85.2,592.3,1
11103.0,100.3,7.39,131.7,43,16,33.3,975.4,79.3,1483.8,1
2166.9,50.6,5.36,198.1,59,13,56.7,1759.6,92.4,1460.3,0
6815.3,83.8,7.45,168.8,51,16,66.0,1639.6,64.8,1945.6,1
10985.9,83.7,3.18,199.0,120,18,47.8,824.1,72.4,689.7,1
407.4,47.2,7.62,195.2,107,15,88.9,4875.0,84.5,1883.1,0
8369.0,73.4,5.62,123.4,15,8,57.1,769.9,83.0,1264.4,1
3568.2,108.3,0.34,154.5,8,19,13.2,4355.1,73.9,1041.1,0
11092.8,108.5,7.25,66.6,94,9,30.1,3956.7,57.5,1368.9,1
11652.7,47.9,3.88,116.2,14,8,50.6,2191.4,40.5,1435.2,0
11331.2,47.3,3.68,171.4,97,0,72.8,584.6,85.8,426.7,1
5690.6,61.0,4.53,125.8,106,2,29.8,527.4,78.2,1528.3,0
10344.5,110.0,1.2,155.4,7,10,97.9,1418.0,82.8,1477.8,0
10134.6,50.3,3.75,161.9,18,6,38.7,2722.4,30.6,1995.3,0
3829.2,97.6,6.65,88.0,12,17,57.9,2560.6,43.6,1832.7,0
9947.0,48.1,0.12,181.4,2,12,11.7,3133.8,51.9,1400.9,0
444.1,89.9,2.18,119.0,50,17,89.6,3973.8,82.9,1453.5,0
7155.2,68.5,0.02,81.5,93,15,81.0,2198.1,87.0,1897.4,0
2760.1,103.1,3.33,179.8,21,15,27.6,1221.6,41.4,1937.6,0
1446.8,58.7,5.83,112.7,7,20,94.0,4100.2,71.5,1671.2,0
923.4,91.1,6.39,162.5,116,9,38.4,1997.1,25.8,1558.0,1
8355.5,58.9,7.56,132.2,91,8,72.3,1791.0,50.7,311.6,0
4078.5,97.1,4.87,107.3,12,7,83.7,3939.4,56.5,1677.6,0
8697.2,109.9,2.04,171.5,84,18,76.7,4703.6,77.4,581.1,1
784.3,50.1,7.39,137.7,57,2,92.6,4617.3,86.9,1171.2,1
3783.5,109.3,6.2,108.6,78,8,87.8,1118.5,45.3,870.2,1
6473.9,87.5,4.6,66.4,74,1,99.5,2764.2,59.6,756.7,1
9488.7,50.2,5.57,184.3,105,18,26.4,917.9,68.6,689.5,0
3825.0,74.2,7.39,55.3,23,7,37.4,4824.4,44.7,1725.3,0
7510.7,52.9,5.7,179.5,30,17,67.3,1468.5,93.9,1561.4,0
10631.7,96.0,2.95,104.0,111,7,76.0,1388.4,85.7,1094.6,1
7390.4,100.7,5.7,145.9,58,4,58.1,4500.0,42.2,1362.5,1
2795.5,48.5,0.32,188.3,95,5,16.7,4855.3,58.1,1970.6,0
292.8,80.5,3.09,72.8,52,9,85.7,3639.3,37.3,855.3,0
10441.2,105.2,3.25,135.0,56,14,96.5,1044.5,58.6,1147.1,1
255.2,114.9,1.33,164.7,10,3,46.5,2686.4,71.2,1113.7,0
10496.4,81.1,0.18,163.6,19,2,30.2,4174.7,26.4,1878.3,0
6347.2,116.0,1.07,128.8,19,8,11.7,3076.1,85.3,768.0,0
11268.8,82.9,5.24,143.7,108,15,31.4,1096.7,64.5,1973.9,1
9585.4,71.5,6.42,163.6,87,15,73.0,1273.5,94.2,678.9,1
11975.2,107.9,7.91,176.2,59,14,92.0,4388.6,21.9,306.9,1
4208.5,79.4,2.77,164.3,44,8,18.4,2871.6,82.4,463.6,0
9206.3,77.8,4.8,103.1,105,16,59.8,3676.3,79.4,909.8,0
4823.2,79.2,7.5,199.5,59,20,72.6,2178.8,30.0,1334.5,0
5758.5,107.7,1.34,115.2,96,11,34.9,2896.2,45.1,1082.0,0
7530.1,106.6,5.74,53.7,84,7,61.3,4897.0,86.4,814.9,1
10484.1,72.3,6.04,104.4,4,13,74.4,1983.7,58.9,1167.9,0
11809.0,66.7,0.71,69.2,97,17,85.4,3536.5,50.1,1693.7,0
9219.3,79.4,6.89,68.2,112,11,50.7,1276.3,87.9,1694.0,0
5013.2,85.8,6.5,92.2,65,13,77.3,1047.8,27.0,1479.8,1
5056.3,59.1,0.27,58.0,13,19,37.2,4026.4,55.5,1909.7,0
8851.0,103.5,0.73,153.3,67,4,29.2,4298.5,68.9,1221.4,1
2865.3,78.9,0.39,61.1,12,0,26.9,3507.4,65.6,114.5,0
1325.7,66.7,2.68,80.5,93,12,42.3,1211.9,39.8,652.8,0
4255.5,48.5,4.07,63.9,55,13,13.2,1582.6,62.2,723.6,0
3446.9,59.1,4.26,59.5,61,1,35.5,4600.3,73.1,1139.9,0
3555.7,115.9,2.14,90.2,95,15,68.7,1799.2,63.9,1819.3,1
2803.3,64.4,7.29,135.8,41,4,68.3,4184.9,71.3,1692.4,1
505.1,53.5,2.95,194.7,36,0,16.6,1786.7,39.2,541.1,0
214.5,76.9,0.36,181.3,2,11,35.9,4727.6,82.5,1086.8,0
11852.7,64.6,2.4,181.4,22,18,61.3,4615.0,53.7,1352.4,1
5133.3,42.8,4.25,76.4,22,9,38.7,694.7,94.0,1976.3,0
4611.9,65.9,3.27,89.7,41,11,47.6,3966.9,21.7,159.5,0
8155.8,83.5,2.19,61.5,95,18,74.2,1262.6,48.5,981.4,1
2619.0,84.1,1.05,166.8,116,15,10.8,1468.7,33.5,1977.4,0
11399.5,68.5,6.55,60.5,120,16,34.9,2569.3,61.7,1956.7,1
9436.1,75.8,7.97,133.5,109,12,22.8,3093.4,38.2,728.4,1
1072.9,117.2,2.64,87.2,14,6,21.5,1966.1,75.3,100.0,0
5011.0,70.2,3.05,86.5,93,2,96.3,3089.2,86.1,1214.8,0
10549.4,60.7,4.94,198.6,35,4,43.9,1268.0,35.8,1747.2,0
11336.8,59.5,5.75,163.5,50,3,57.4,600.5,32.1,716.2,1
5608.8,76.6,3.14,175.5,9,14,76.0,3070.5,85.7,1875.1,0
7360.9,100.8,7.24,135.8,111,16,14.3,2828.4,47.1,732.1,1
2004.4,56.5,4.48,180.7,118,11,31.7,3603.4,52.6,1259.4,0
11894.0,96.7,3.6,146.8,96,13,84.9,3424.2,36.6,1471.9,1
2780.1,41.7,5.17,191.9,59,3,87.6,4538.7,51.9,756.3,0
11312.8,73.5,7.62,92.2,56,16,43.6,2567.6,37.3,769.2,0
7795.8,102.1,6.36,139.3,91,10,43.7,537.7,69.9,993.0,1
7292.8,67.1,0.32,153.5,10,5,78.1,3337.9,57.4,1686.9,0
6152.3,85.1,2.66,108.9,25,3,36.6,3538.1,79.1,291.6,0
2768.0,56.4,3.76,182.0,113,12,20.5,2846.7,43.5,1299.8,0
2118.3,99.4,2.52,197.0,45,19,33.2,3601.9,57.9,1387.0,0
2645.8,44.2,5.6,124.1,97,14,44.9,1956.1,39.5,1160.0,0
2237.3,108.2,6.61,108.6,11,17,14.7,1169.6,90.1,1878.1,0
9355.0,55.9,5.85,120.8,101,16,53.1,3490.5,59.1,1243.8,1
4201.5,110.0,7.91,177.9,9,18,76.6,1603.3,33.0,1305.7,0
694.1,68.2,2.18,146.8,7,9,56.2,2553.4,40.5,1239.5,0
11629.2,97.8,7.0,56.7,71,4,16.5,2712.3,26.2,1471.8,1
10605.4,65.5,6.13,131.3,34,11,49.6,2647.4,22.1,357.3,0
11133.0,112.5,2.9,52.6,83,14,73.8,3193.0,59.4,1799.1,1
11938.9,50.1,5.87,166.8,20,3,15.2,632.5,45.3,180.7,0
2086.7,54.3,0.83,99.2,114,7,15.4,4953.6,92.3,1317.4,0
4754.9,79.4,6.31,120.8,106,19,43.4,3723.4,32.8,1269.4,0
9098.9,46.6,4.26,169.8,89,16,27.5,2414.2,79.5,495.4,0
8352.2,55.7,2.34,57.0,5,5,94.1,1361.0,43.7,177.4,0
1846.8,115.5,5.25,73.8,112,15,62.3,860.8,36.8,363.8,0
9790.0,118.1,5.13,109.7,93,4,35.9,3524.9,92.7,616.2,1
2693.3,70.1,1.68,84.5,55,13,73.4,1926.3,80.2,1776.0,0
2685.8,113.9,0.24,100.7,91,1,43.7,1532.7,67.3,1725.9,1
6443.7,83.6,3.47,199.7,89,16,21.9,2209.8,72.3,221.3,0
7115.3,61.6,4.56,173.8,101,5,31.4,3168.2,94.4,649.6,0
6961.0,96.2,7.01,182.6,15,10,67.8,3522.7,64.5,1789.7,1
1097.8,92.7,7.43,190.6,118,1,14.7,3403.3,27.6,549.7,1
10529.5,119.1,4.23,101.1,48,0,34.5,4384.7,24.9,1992.3,1
3187.2,61.2,6.03,94.6,4,4,28.7,1484.4,70.0,588.0,0
1554.2,93.8,3.51,85.1,78,7,28.1,3365.4,69.3,1504.3,0
10665.0,44.2,5.97,174.5,120,3,71.4,955.0,76.1,892.4,0
11467.8,49.1,1.64,151.9,113,18,84.3,2965.7,28.2,358.9,0
10345.5,40.3,2.97,85.4,81,4,74.4,3127.8,90.9,584.8,0
9714.2,120.0,5.07,106.5,21,4,68.1,1473.1,61.3,1382.7,1
7862.9,104.2,0.15,126.0,80,15,92.5,2262.6,68.7,740.4,0
6610.3,102.9,5.78,129.2,90,17,15.3,4222.4,22.6,1247.8,0
1043.8,80.8,6.68,183.3,9,10,25.1,1167.8,92.1,490.5,0
4901.4,64.0,3.19,107.1,66,16,47.3,2455.3,62.2,952.3,0
4472.3,52.1,3.58,186.3,107,2,43.5,4697.3,62.3,1073.3,0
3117.0,62.8,6.81,116.2,79,17,47.6,2768.5,90.8,884.3,0
8681.0,70.1,6.21,162.0,35,3,28.6,3763.1,89.7,476.0,1
5950.5,100.5,2.31,189.5,88,18,23.5,4220.9,36.5,977.0,1
972.6,83.2,2.59,186.1,112,8,55.8,1417.0,89.8,1416.5,1
2642.2,46.2,5.43,58.5,117,4,93.5,1482.0,75.2,1933.3,1
8199.1,41.4,4.51,80.9,51,3,45.3,3913.7,21.4,1600.1,0
913.6,48.2,1.3,121.5,118,15,13.9,3889.9,38.0,406.8,0
10214.5,72.8,2.48,114.7,102,9,73.6,770.8,51.0,618.1,1
5941.8,114.7,7.2,146.1,78,8,36.2,1951.2,63.7,249.8,1
5767.0,91.0,5.51,191.7,101,15,32.1,2293.4,72.6,357.7,1
7108.9,104.1,7.89,66.9,37,19,39.2,4230.7,35.8,576.3,0
9896.2,77.3,6.14,117.8,6,16,75.1,2398.4,82.8,479.1,1
4173.7,68.9,7.54,78.9,82,17,83.7,4666.7,83.4,505.9,0
8136.2,48.7,1.73,184.1,86,14,62.9,4984.7,67.6,538.5,0
6788.8,110.1,6.17,194.7,82,19,39.0,4013.3,89.1,671.3,1
3204.3,102.7,0.16,121.8,51,8,37.9,3498.7,81.0,338.6,0
10543.6,53.4,5.37,65.6,66,5,21.2,2263.5,36.6,627.9,1
9569.1,81.0,3.75,167.8,96,5,94.0,801.7,79.9,1408.0,1
7901.4,79.0,2.77,154.6,17,10,67.4,3079.1,91.5,549.2,1
10207.0,90.0,6.9,103.2,65,19,12.4,2127.7,30.3,426.5,1
10407.5,115.7,6.83,183.1,9,2,69.6,2079.0,93.4,228.6,1
8500.4,86.4,0.18,196.4,13,11,50.2,3594.7,21.9,1049.9,1
10044.2,83.2,4.88,133.7,100,14,97.5,2586.4,59.2,1699.8,1
8369.7,44.0,2.94,134.9,101,6,83.7,3884.4,78.0,212.1,0
8161.7,45.0,3.33,94.6,58,17,25.4,2291.8,79.3,1130.4,0
7423.3,55.0,6.66,137.7,30,14,74.8,1178.9,75.1,1336.2,0
9032.6,42.6,2.48,115.9,31,7,53.7,2576.1,59.7,1225.7,0
1903.3,99.5,7.54,95.3,23,8,26.8,4779.6,68.8,1767.5,0
10570.4,97.9,1.44,60.1,63,14,72.9,4106.9,72.5,1746.2,1
10462.1,50.9,5.3,87.9,114,15,59.3,1425.9,57.1,208.9,1
351.0,106.9,5.38,79.7,28,19,12.7,2260.9,64.7,785.8,0
9909.8,52.4,2.02,131.3,59,2,68.2,4675.1,83.5,1374.6,0
1546.4,64.1,2.6,140.3,10,4,67.1,1056.6,43.5,1909.6,0
4021.4,59.9,6.68,141.3,89,2,23.0,1642.8,59.2,1628.9,0
8922.1,69.8,6.09,108.2,100,1,41.4,1680.0,20.6,435.5,0
1929.1,60.4,2.63,113.2,90,1,62.7,3069.2,71.6,630.5,0
9815.6,79.1,4.27,175.1,26,3,22.5,2348.3,34.7,1550.8,0
9985.6,72.6,0.49,121.4,109,2,86.7,859.4,56.1,995.8,1
6089.6,118.9,1.67,198.2,77,8,12.5,3331.3,35.8,1139.9,1
76.6,44.5,3.89,115.9,17,11,19.3,945.9,21.8,1257.1,0
3444.5,51.4,0.69,147.4,40,8,20.4,3228.9,56.2,296.3,0
7403.1,44.2,6.75,57.6,68,18,57.5,2781.5,51.9,1726.3,0
11774.2,90.1,5.74,148.0,23,11,65.8,2721.5,51.9,1740.0,1
7581.8,44.4,7.55,177.7,35,15,46.3,803.7,35.7,989.7,0
3117.6,106.9,5.55,191.4,75,0,36.0,3376.5,91.0,1291.0,1
7608.1,81.0,7.52,199.6,76,9,82.8,2440.9,20.3,1353.8,1
6479.8,82.2,4.44,92.3,9,9,16.1,2350.0,86.9,460.5,0
9358.1,84.9,4.8,136.3,79,3,35.2,3184.0,75.3,313.9,1
1283.8,53.7,7.82,117.6,45,10,13.5,3228.1,32.9,139.3,0
9132.3,55.8,5.14,134.6,37,10,11.3,567.6,55.4,1834.5,0
6495.2,65.5,0.25,73.6,69,10,41.8,1063.5,94.2,756.9,0
11555.9,87.5,5.79,178.4,19,5,27.5,1564.3,68.3,263.1,1
4102.5,56.8,7.24,186.4,75,14,34.2,3550.9,29.6,985.0,0
7591.5,49.3,6.36,117.4,73,1,83.9,3095.3,54.3,243.7,0
11184.3,117.6,4.67,92.1,99,20,24.7,3909.3,55.1,262.0,1
1230.1,41.8,5.37,71.1,114,2,80.2,3832.7,80.2,1028.9,0
11246.7,104.2,7.92,152.6,27,4,70.8,4339.3,88.7,1066.8,1
8254.6,103.0,0.73,96.8,13,10,39.4,2195.7,26.2,1202.3,0
814.0,63.8,5.34,186.4,57,20,59.2,2052.8,43.6,1347.0,0
3611.6,50.9,2.27,150.7,60,11,50.0,4239.6,42.4,1369.7,0
